image	caption
/content/MediaEval_NewsImages/Training Dataset/C500C02621995225D8855A08D5E79A72.jpg	UK's Dunelm expects profit to beat market expectations bhattacharjee radhika anilkumar reuters dunelm group plc
/content/MediaEval_NewsImages/Training Dataset/489E58223A37BEA24DB23DC897D1D0C5.jpg	Thaioil Honored with 3rd CAC Re-certification, Strengthening Commitment Against Corruption sirikit national convention center
/content/MediaEval_NewsImages/Training Dataset/6C7140284CDC7792724C6B34B7D607D0.jpg	SigenStor by Sigenergy Takes the Spotlight at ETE & Enertec Expo 2023 energy sigenergy technology co ltd energy solution
/content/MediaEval_NewsImages/Training Dataset/9D7825B148FD5FFF382AAE44D473DF61.jpg	CUET PG result 2023 to be out this week? When and where to check sirohi rajasthan chinmaya vishwavidyapeeth hyderabad university vinoba bhave university dr shyama prasad mukherjee university common university entrance examination uttaranchal university national testing agency sanchi university of buddhist indic madhav university bahra university islamia college of science university jharkhand
/content/MediaEval_NewsImages/Training Dataset/41FB2D46652D9A7C986223BD685096A4.jpg	Aussie surges after strong jobs data; China's yuan jumps cheung matt simpson joseph capurso yannis stournaras sam holmes commonwealth bank mizuho bank people bank european central bank
/content/MediaEval_NewsImages/Training Dataset/9DA6FB65BE45F30EE7D405E3CBF151DC.jpg	The Ukrainian honeytrappers persuading Russian soldiers to reveal all korneev sergei nikonov timur aybazov 
/content/MediaEval_NewsImages/Training Dataset/7E2194CA819593C25353452282E45CA1.jpg	Having roots in rural America is a blessing ingmand hugh funk john steinbeck rosemary mcclure 
/content/MediaEval_NewsImages/Training Dataset/A3C1C281F43960BAD478EE960693426A.jpg	Trapped in his apartment, disabled veteran given a way out christi fire department
/content/MediaEval_NewsImages/Training Dataset/CDA7340755C57DE7F2A55B03444D83A3.jpg	Scientists unveil method to power devices using air humidity! of massachusetts amherst
/content/MediaEval_NewsImages/Training Dataset/606E1123C92C597249C778A79BEC48E1.jpg	UAE and Turkey sign agreements worth over $50bln erdogan zayed al nahyan turkish defence industries agency economic partnership agreement turkish petroleum corporation abu dhabi national oil company turkish ministry of science tawazun council ministry of energy space agency turkish space agency ministry of investment turkish ministry of treasury statistics centre
/content/MediaEval_NewsImages/Training Dataset/F797BF8927281CDCDCD3FFD5D9B879C8.jpg	President Erdogan presents UAE President with Turkish-made electric car mohamed tayyip erdogan zayed al nahyan qasr al watan 
/content/MediaEval_NewsImages/Training Dataset/3299DE757D9E203DD0D0AC50188D5A13.jpg	India PM Modi calls alleged Manipur sexual assault 'shameful' mehta william mallard biren singh arpan chaturvedi sudipto ganguly reuters twitter
/content/MediaEval_NewsImages/Training Dataset/ED3B12FA1706AE5F608D565DB3EFD9B0.jpg	BLM Green River RAC meets Aug. 15 - The Times-Independent river district office bureau of land management green river district utah resource advisory council utah state office
/content/MediaEval_NewsImages/Training Dataset/BAD26109B69E858469BA84C270EAAD58.jpg	Yamuna river floods India's holy cities of Mathura, Vrindavan after heavy rainfall dayal saurabh sharma uttar pradesh mathura pulkit khare shyam singh alexandra hudson 
/content/MediaEval_NewsImages/Training Dataset/14652346F52CAA8D2F08DFD11FFE61A9.jpg	DAVID RICHARDSON: What is life like for our small Highland businesses now? of small businesses
/content/MediaEval_NewsImages/Training Dataset/1509F91A4691A2184BFCBC94B1553201.jpg	Indian Gold Miner Soars to 15-Year High After Asset-Buying Spree avelum partners india deccan gold mines ltd
/content/MediaEval_NewsImages/Training Dataset/B13E840D038789B012709DC97C81015B.jpg	WI eye 2nd Test comeback in miletsone match vs India - Trinidad and Tobago Newsday brathwaite rahul dravid kirk mckenzie desmond haynes raymon reifer anisto alves brian lara alzarri joseph kraigg brathwaite ravichandran ashwin rahkeem cornwall 
/content/MediaEval_NewsImages/Training Dataset/CEBD2FC130DAAE599A18A7D341317721.jpg	UAE records 343 road accident deaths in 2022, 10% less than previous year of interior syndigate media inc
/content/MediaEval_NewsImages/Training Dataset/F772EE571B9C6810EA1E76F49E4BC03B.jpg	Trump Vows To Encourage Early Voting For 2024 Election | Newstalk Florida caller news foundation republican national committee
/content/MediaEval_NewsImages/Training Dataset/F492EA1BC5E06123E075F0CE76CFB3DE.jpg	Dominos tackles inflation in India with world's cheapest pizza pereyra devanshu bansal sameer khetarpal akshay jatia kiran raj yum brands india emkay global financial services united states reuters burger king euromonitor international mcdonald pizza hut
/content/MediaEval_NewsImages/Training Dataset/6A07B5FD42E0B07942724C16C9054282.jpg	Stock market today: Asian shares mixed as Japan reports weaker than expected trade data health new york mercantile exchange t bank u s bancorp nasdaq goldman sachs netflix federal reserve alliance bancorp york mercantile exchange sea grain initiative
/content/MediaEval_NewsImages/Training Dataset/0B03C142DEF371B42082C7531FC8A649.jpg	Saudi Crown Prince seeks joint action to confront challenges mirziyoyev emomali rahmon king salman tariq al hamad al kasim jomart tokayev sadir jabarov summit of gulf cooperation council syndigate media inc
/content/MediaEval_NewsImages/Training Dataset/084BF733F9A703F969132F577D68EAEA.jpg	World Boxing Association closer to abolishing 'regular' champions ortiz erick rosa david morrell gilberto mendoza jermell charlo rolando romero dmitry bivol devin haney gervonta davis leigh wood oleksandr usyk thamanoon niyomtrong arsen goulamirian eimantas stanionis marlon tapales kazuto ioka daniel dubois gilberto jesus mendoza kensjiro teraji erislandy lara takuma inoue artem dalakian championships committee world boxing association
/content/MediaEval_NewsImages/Training Dataset/C4DEA99CBFB881334C5C5620579EC66B.jpg	GCC-Central Asia Summit indicates cooperation and partnership, Secretary General says jassem mohamed albudaiwi abdulaziz al saud ministerial council gulf cooperation council
/content/MediaEval_NewsImages/Training Dataset/1E6E3ED3969A07E034F806F554429DD9.jpg	signature aviation looking to hire in the aerospace industry air force aerobatic team marshall aerospace honda
/content/MediaEval_NewsImages/Training Dataset/47553D72D4FD06BB7899792BC4CDD816.jpg	Smaller investors turn to VCTs after Octopus and Crowdcube tie-up chmelenko jess franks matt cooper oliver besant 
/content/MediaEval_NewsImages/Training Dataset/D412A5750599785BC5E4E1B6BC831DEF.jpg	AI Sex Robots Are on the Way, and It May Not Be All Fun and Games mo gawdat tom bilyeu autozone
/content/MediaEval_NewsImages/Training Dataset/949642B57237ACDC1E2F59E4B22DE2B9.jpg	What Analysts Say About Baht, Stocks as Uncertainty Grips Race to Pick Thailand PM businessweek jeffrey zhang hooyeon kim tim leelahaphan adisak phupiphathirungul waritthorn kaewmuang therdsak thaveeteeratham standard chartered bank kasikorn bank bloomberg forward party
/content/MediaEval_NewsImages/Training Dataset/BA8050D649EA1C9D04F24A7DF68F14BA.jpg	Want to try hunting? Take a hunter education class or enroll in the Trial Hunting Program in Utah division of wildlife resources utah trial hunting program trial hunting program
/content/MediaEval_NewsImages/Training Dataset/77C6EF1D8221DA0E6DE009845A2B69CB.jpg	Leos Developments hosts official experience centre inauguration with Dubai Land Department gaskin rabia yousuf graeme smit tricia jimenea rui liu dubai land department centre in bay square group senior business
/content/MediaEval_NewsImages/Training Dataset/2EF0DC9CEFA5A8766631A033A24F699D.jpg	SK Square closes W860b stake sale of SK Shieldus group korea security holdings sk telecom sk group macquarie asset consortium korea security holdings on
/content/MediaEval_NewsImages/Training Dataset/EF7B1DBDB1B648640B0AEC57B370ED3D.jpg	Nominate Nodal Officer To Deal With Requests Of Departments For Engaging AG, Other Law Officers; Clear Bills Expeditiously: Madras High Court To State court court case monitoring system
/content/MediaEval_NewsImages/Training Dataset/7B4772C548F2CA943CE2B17FCCD57CD4.jpg	Adams-Cheshire Claims District 1 Little League Crown kelly-phillips julius valentine stephen dravis steve albareda nicky vallieres cooper reed brayden durant cooper denault adams little league little league crown pittsfield little league american division adams-cheshire little league
/content/MediaEval_NewsImages/Training Dataset/5D8F5BC325D459E0915874CBCD3B6E5F.jpg	BTS' 'Beyond the Story' Becomes 1st Korean Book to Top New York Times Bestseller List states new york times
/content/MediaEval_NewsImages/Training Dataset/2B4DD62F468F2A41EE60A7B573EB3EFE.jpg	Riyadh Air to build simulator centre at Prince Sultan University air transport association prince sultan university
/content/MediaEval_NewsImages/Training Dataset/70DE04910D011AC3B602E381936AE6B2.jpg	NATO chief hopes Serbia will engage in EU-facilitated dialogue with Kosovo stoltenberg aleksandar vucic kosovo force
/content/MediaEval_NewsImages/Training Dataset/2085C1515E96576855B2355301D83B72.jpg	Drishyam 2 Star Ishita Dutta And Vatsal Sheth Welcome Baby Boy: Report ali khan kriti sanon rishton ka saudagar ishita dutta shriya saran vatsal sheth helly shah ajay devgn 
/content/MediaEval_NewsImages/Training Dataset/6D1CFE3B416AA0C9447968ED9F837F4C.jpg	Donald Trump in legal trouble as he vies for 2024 election trump alvin bragg jack smith stormy daniels ruby freeman joe biden mike pence united states national archives white house u s house committee
/content/MediaEval_NewsImages/Training Dataset/3A25FC584BB0B1ABDD90894BE762E31B.jpg	RFK Jr.'s troubling candidacy looms odell robert f kennedy jr karl kuban donald trump united states white house
/content/MediaEval_NewsImages/Training Dataset/CD5EF2C9086B26F4C60A013865785C53.jpg	Can stress cause hair loss? of miami miller school of medicine american academy of dermatology syndigate media inc
/content/MediaEval_NewsImages/Training Dataset/4F7543F08A2B6394707E01AD64849C87.jpg	First Holiday Inn Open Lobby concept launched in the UAE group syndigate media inc exhibition centre dubai international airport dubai international convention holiday inn
/content/MediaEval_NewsImages/Training Dataset/EA91669FDD7C3CB22ED5A063C65FCA38.jpg	Man suing Edwin Castro over $2B Powerball ticket loses 2 lawyers in a week castro urachi reggie romero diggzy jesal splashnews estela richeda jose rivera edwin g castro alva johnson r brian kramer joe service center california state lottery commission
/content/MediaEval_NewsImages/Training Dataset/993764CC2630DF0E184FBFD64F32D603.jpg	TN State Transport Corporation Not Exempted From Toll Fees In Kerala, Reciprocal Agreement No Basis For Exemption: Kerala High Court mohammed nias subhash cyriac petitioner corporation tamil nadu state transport corporation union government kerala high court
/content/MediaEval_NewsImages/Training Dataset/182DD52F64F2CAFB4CC873A7E644C538.jpg	Chamisa targets majority win in Zanu-PF strongholds cheza zanu ndonga nelson chamisa coalition for change mhandamabwe business centre in chivi chachacha business centre in shurugwi
/content/MediaEval_NewsImages/Training Dataset/E1A14AD2D2BFFB13F9C322206784707B.jpg	Saudi's SALIC adds Brazilian BRF to its strategic investments portfolio agriculture strategy public investment fund livestock investment company
/content/MediaEval_NewsImages/Training Dataset/59986E46F99968FC35C2229699F345C1.jpg	Prosecutions possible for war crimes in Ukraine, says Varadkar varadkar slobodan milosevic andrei kostin volodymyr zelensky radovan karadzic european union european commission
/content/MediaEval_NewsImages/Training Dataset/CF5B2C426E9899B6A6579574E311EF83.jpg	Fintech lenders tighten lending standards, bolstering debt financing lang sanjay datta robert wildhack josie kao matt tracy max levchin doug shulman reuters autonomous research moody kroll bond rating agency
/content/MediaEval_NewsImages/Training Dataset/69846099D6A49E1AA8AE8021B84328FA.jpg	New Explore Vatican immersive experience in DTLA takes you on a trip to Italy - and you won't want to leave angeles pradeep deviah ashley noronha immersive plus inc ace mission studios
/content/MediaEval_NewsImages/Training Dataset/1142C102EBBF1C36E36250A8BDF51903.jpg	UAE: Hope Probe completes three years orbiting Mars al amiri al amal rashid al maktoum emirates mars mission japan tanegashima space centre mohammed bin rashid space centre twitter syndigate media inc mars mission of the hope space agency
/content/MediaEval_NewsImages/Training Dataset/5C02151144F7C375E649A76FEF574B08.jpg	Asian Games Trials: Delhi High Court Seeks WFI's Response On Wrestlers' Plea Challenging Exemption Given To Vinesh Phogat, Bajrang Punia prasad sujeet kalkal bajrang punia vinesh phogat justice subramonium prasad antim panghal delhi high court on federation of india indian olympic association
/content/MediaEval_NewsImages/Training Dataset/8051DF46C862181FA01E77568FB494B5.jpg	Croatia targets latest climate-change threat: mosquitoes michaelakis nediljko landeka kruno lokotar benaki phytopathological institute
